GUID,model,sku,isbn,image,price,my_purchase_price,default_price,weight,length,width,height,name,description,meta_title,meta_description,category_name
590,80417,80417,6912802143455,,990.0000,495.0000,495.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Беркут (6/10)",https://yadi.sk/i/tlnj27pNpuKYc,,,,
591,80700,80700,6912802143479,,435.6000,217.8000,217.8000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Аллигатор (4/30)",https://yadi.sk/i/h0LCUwnFpuKcD,,,,
592,D103,D103,6912802100526,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Клоуны (30 шт/кор)",https://yadi.sk/i/4D9w_4DQpuKiz,,,,
593,D104,D104,6912802100533,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Курочка Ряба 1 (30 шт/кор)",https://yadi.sk/i/5H7J5irdpuKkh,,,,
594,D105,D105,6912802100540,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Колобок и Медведь (30 шт/кор)",https://yadi.sk/i/QlRVCMwLpuKme,,,,
595,D106,D106,6912802100557,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Игрушки большие 1 (30 шт/кор)",https://yadi.sk/i/Kr72KG0RpuKns,,,,
596,D107,D107,6912802100564,,301.9600,150.9800,150.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Овощи (30 шт/кор)",https://yadi.sk/i/YBa4H_b-puKp5,,,,
597,D108,D108,6912802100571,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Репка (30 шт/кор)",https://yadi.sk/i/xX8E9LpjpuKq4,,,,
598,D109,D109,6912802100588,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Колобок (30 шт/кор)",https://yadi.sk/i/k-UTP7UWpuKuY,,,,
599,D110,D110,6912802100595,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Дерево-Теремок 1 (30 шт/кор)",https://yadi.sk/i/B2U2ftdPpuKvo,,,,
600,D111,D111,6912802100601,,480.1600,240.0800,240.0800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Игрушки большие 2 (30 шт/кор)",https://yadi.sk/i/9hl3vmy6puKxu,,,,
601,D112,D112,6912802100618,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Дерево-Теремок 2 (30 шт/кор)",https://yadi.sk/i/tX2FTWCmpuL2A,,,,
602,D113,D113,6912802100625,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Деревенский дом (30 шт/кор)",https://yadi.sk/i/7MkwTIUcpuL3R,,,,
603,D116,D116,6912802100632,,831.6000,415.8000,415.8000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Клоун (30 шт/кор)",https://yadi.sk/i/1-sB4NwSpuL4N,,,,
604,D117,D117,6912802100649,,1232.5600,616.2800,616.2800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Семья медведей (20 шт/кор)",https://yadi.sk/i/SSrjSbUUpuL5B,,,,
605,D118,D118,6912802100656,,831.6000,415.8000,415.8000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Слоненок (30 шт/кор)",https://yadi.sk/i/MnIDuPyfpuLWe,,,,
606,D119B,D119B,6912802100670,,1163.2600,581.6300,581.6300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Арифметические пазлы 2 (30,20 шт/кор)",https://yadi.sk/i/31JscoZ_puLaJ,,,,
607,D119А,D119А,6912802100663,,1163.2600,581.6300,581.6300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Арифметические пазлы 1 (30,20 шт/кор)",https://yadi.sk/i/qCziYGmbpuLbM,,,,
608,D121,D121,6912802100687,,480.1600,240.0800,240.0800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Южные фрукты 1 (30 шт/кор)",https://yadi.sk/i/IHljSWZeq4wXj,,,,
609,D122,D122,6912802100694,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Собака и щенок (30 шт/кор)",https://yadi.sk/i/SOXk0aFxq4wYE,,,,
610,D123,D123,6912802100700,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Деревенский двор (30 шт/кор)",https://yadi.sk/i/lxtNyLp8puLhR,,,,
611,D124,D124,6912802100717,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Кот и кошка (30 шт/кор)",https://yadi.sk/i/bYNDLwkwq4wYL,,,,
612,D125,D125,6912802100724,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Кошка с котятами (30 шт/кор)",https://yadi.sk/i/WObXExpgpuLkQ,,,,
613,D130,D130,6912802100779,,301.9600,150.9800,150.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Зверята малые (60 шт/кор)",https://yadi.sk/i/nt8lPEv4puLn4,,,,
614,D132,D132,6912802100793,,301.9600,150.9800,150.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Деревня малая (60 шт/кор)",https://yadi.sk/i/z7tP2oiqpuLoD,,,,
615,D134,D134,6912802100816,,499.9600,249.9800,249.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Автомобиль (30 шт/кор)",https://yadi.sk/i/zJpKR0IRq4wYY,,,,
616,D135,D135,6912802100823,,1098.9000,549.4500,549.4500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Алфавит-гусеница (20 шт/кор)",https://yadi.sk/i/VkATMnYGpuLqc,,,,
617,D136,D136,6912802100830,,900.9000,450.4500,450.4500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Медведи (50 шт/кор)",https://yadi.sk/i/8eo9ryDApuLsc,,,,
618,D137,D137,6912802100847,,499.9600,249.9800,249.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Слоненок (100 шт/кор)",https://yadi.sk/i/554D0olKpuLtd,,,,
619,D138,D138,6912802100854,,499.9600,249.9800,249.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Утка (30 шт/кор)",https://yadi.sk/i/nqSghR6LpuLuk,,,,
620,D139,D139,6912802100861,,900.9000,450.4500,450.4500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Лошади (30 шт/кор)",https://yadi.sk/i/WM5nKpjRpuLvo,,,,
621,D143,D143,6912802100878,,381.1600,190.5800,190.5800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Лошадь  (100 шт/кор)",https://yadi.sk/i/rzMfgQhMpuNXr,,,,
622,D144,D144,6912802100885,,381.1600,190.5800,190.5800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Медведь (100 шт/кор)",https://yadi.sk/i/jyiWn-QUpuNZS,,,,
623,D145,D145,6912802100892,,381.1600,190.5800,190.5800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Рыба (100 шт/кор)",https://yadi.sk/i/eMXJWIbMpuNaK,,,,
624,D146,D146,6912802141215,,499.9600,249.9800,249.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Животные (30 шт/кор)",https://yadi.sk/i/jTQwmqzspuNbS,,,,
625,D151,D151,6912802141512,,499.9600,249.9800,249.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Пляж (30 шт/кор)",https://yadi.sk/i/WwnawkVgq4wYx,,,,
626,D152,D152,6912802141239,,499.9600,249.9800,249.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Кошка (100 шт/кор)",https://yadi.sk/i/_2-EidVfpuQf9,,,,
627,D153,D153,6912802141246,,633.6000,316.8000,316.8000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Петух (50 шт/кор)",https://yadi.sk/i/bmFsz_kFpuQgi,,,,
628,D154,D154,6912802141253,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Паровоз (100 шт/кор)",https://yadi.sk/i/DPDOzMj8puQhm,,,,
629,D155,D155,6912802141260,,871.2000,435.6000,435.6000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Дом (100 шт/кор)",https://yadi.sk/i/0ayGGjHAq4wZF,,,,
630,D156,D156,6912802141277,,915.7600,457.8800,457.8800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Корабль (50 шт/кор)",https://yadi.sk/i/IEAfloKAq4wZZ,,,,
631,D157,D157,6912802141284,,980.1000,490.0500,490.0500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Восьмиугольник (50 шт/кор)",https://yadi.sk/i/vy7rDgs0q4wa4,,,,
632,D158,D158,6912802141291,,980.1000,490.0500,490.0500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Квадрат (50 шт/кор)",https://yadi.sk/i/aNsszQ5QpuQkN,,,,
633,D159,D159,6912802141314,,499.9600,249.9800,249.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Собака (100 шт/кор)",https://yadi.sk/i/BqREaEYopuQmu,,,,
634,D164,D164,6912802141529,,1980.0000,990.0000,990.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Алфавит-касса (30,20 шт/кор)",https://yadi.sk/i/RvPUHy3JpuQo6,,,,
635,D180,D180,6912802142182,,564.3000,282.1500,282.1500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Обезьянка (30 шт/кор)",https://yadi.sk/i/pIrBpF93puQp9,,,,
636,D181,D181,6912802141925,,564.3000,282.1500,282.1500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Кролик (30 шт/кор)",https://yadi.sk/i/QPaQ3ma5puQqJ,,,,
637,D186,D186,6912802143967,,301.9600,150.9800,150.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Петухи (30, 60 шт/кор)",https://yadi.sk/i/m_bIwNsJq4wbZ,,,,
638,D187,D187,6912802143974,,301.9600,150.9800,150.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Слоны (30, 60 шт/кор)",https://yadi.sk/i/41sZmrAHq4wbj,,,,
639,D188,D188,6912802143981,,301.9600,150.9800,150.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Голуби (30, 60 шт/кор)",https://yadi.sk/i/Ubb_oHiWq4wc6,,,,
640,D189,D189,6912802143998,,301.9600,150.9800,150.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Геометрические фигуры (60 шт/кор)",https://yadi.sk/i/vmmJ1yiMpuQst,,,,
641,D19,D19,6912802100014,,881.1000,440.5500,440.5500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Мишки (30 шт/кор)",https://yadi.sk/i/uoopyfujpuQuf,,,,
642,D194,D194,6912802144049,,301.9600,150.9800,150.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Кабанчики (30, 60 шт/кор)",https://yadi.sk/i/U44Dk1moq4wcQ,,,,
643,D195,D195,6912802144056,,831.6000,415.8000,415.8000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Мальчик и девочка 2 (30 шт/кор)",https://yadi.sk/i/t1vGx492puQwU,,,,
644,D20,D20,6912802100021,,881.1000,440.5500,440.5500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Зайчики (30 шт/кор)",https://yadi.sk/i/YeqSAhXcq4wce,,,,
645,D202,D202,6912802144124,,301.9600,150.9800,150.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Лото (30 шт/кор)",https://yadi.sk/i/rvcmU7Tsq4wcv,,,,
646,D203,D203,6912802144131,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * ""Дроби"" (30 шт/кор)",https://yadi.sk/i/U6IpWYHppuQxn,,,,
647,D212,D212,6912802144285,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Вечер в деревне (30 шт/кор)",https://yadi.sk/i/nxl0giswq4wdD,,,,
648,D21А,D21А,6912802100038,,465.3000,232.6500,232.6500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Машинки (30 шт/кор)",https://yadi.sk/i/Oiq8MX9qpuQzW,,,,
649,D21С,D21С,6912802100045,,465.3000,232.6500,232.6500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Окружающий мир (30 шт/кор)",https://yadi.sk/i/Gw5xlW-8q4wdd,,,,
650,D223,D223,6937890509594,,742.5000,371.2500,371.2500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Счет на пальцах(30шт в кор)",https://yadi.sk/i/w1VO6TO5q4we9,,,,
651,D22A,D22A,6912802100052,,465.3000,232.6500,232.6500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Животные (30 шт/кор)",https://yadi.sk/i/dVb-a0QspuR3A,,,,
652,D231,D231,6937890509570,,1544.4000,772.2000,772.2000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Часы-календарь (20шт в кор)",https://yadi.sk/i/f7Tjo66Pq4weT,,,,
653,D24,D24,6912802100069,,514.8000,257.4000,257.4000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Цифры (30 шт/кор)",https://yadi.sk/i/skn0yv1WpuR4z,,,,
654,D257,D257,6937890509754,,529.6600,264.8300,264.8300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Геометрические фигуры (30 шт кор)",https://yadi.sk/i/KoWc0zwOpuR6U,,,,
655,D258,D258,6937890510736,,272.2600,136.1300,136.1300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Радужная гусеница (60 шт/кор)",https://yadi.sk/i/pD0t1-sFpuR82,,,,
656,D259,D259,6937890511368,,2.0000,1.0000,1.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Магнитные пазлы ""Друзья"" (20 шт/кор)",https://yadi.sk/i/MOP3EKSwpuR9B,,,,
657,D26,D26,6912802100076,,465.3000,232.6500,232.6500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Цифры-клоуны (30 шт/кор)",https://yadi.sk/i/a5bH76SGpuRAF,,,,
658,D272,D272,4606206143037,,693.0000,346.5000,346.5000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * ТИШКА ПАРОВОЗИК. Пазл Обучение цвету (30шт/кор)",https://yadi.sk/i/-U8lp4XPq4weh,,,,
659,D279,D279,4606206143105,,693.0000,346.5000,346.5000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * ТИШКА ПАРОВОЗИК. Пазл Часы с геометрией и цифрами (20шт/кор)",https://yadi.sk/i/zozC96nbq4weq,,,,
660,D27A,D27A,,,465.3000,232.6500,232.6500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Морские животные (30 шт/кор)",https://yadi.sk/i/XWugyQ3bq4wfc,,,,
661,D27B,D27B,,,465.3000,232.6500,232.6500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Морские животные (30 шт/кор)",https://yadi.sk/i/fsJK8A1Eq4wg3,,,,
662,D282,D282,4606206143136,,990.0000,495.0000,495.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * ТИШКА ПАРОВОЗИК. Пазл Учим счет (20шт/кор)",https://yadi.sk/i/AxWfMtizq4wgj,,,,
663,D283,D283,4606206143020,,693.0000,346.5000,346.5000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * ТИШКА ПАРОВОЗИК. Математический пазл (30шт/кор)",https://yadi.sk/i/9ntNddp4q4whA,,,,
664,D29A,D29A,6912802100106,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Часы-звери (30 шт/кор)",https://yadi.sk/i/c2CynHROpuRPN,,,,
665,D29B,D29B,6912802100113,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Часы-цифры (30 шт/кор)",https://yadi.sk/i/h55Oi1jIpuRQU,,,,
666,D30,D30,6912802100137,,965.2600,482.6300,482.6300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Собачка (30 шт/кор)",https://yadi.sk/i/gYhOXxBapuRSA,,,,
667,D58,D58,6912802100175,,499.9600,249.9800,249.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Машинки (30 шт/кор)",https://yadi.sk/i/psy7pGjWpuRWK,,,,
668,D64,D64,6912802100236,,499.9600,249.9800,249.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Веселая ферма (30 шт/кор)",https://yadi.sk/i/wj0oG0t9q4whN,,,,
669,D65,D65,6912802100243,,465.3000,232.6500,232.6500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Южные фрукты (30 шт/кор)",https://yadi.sk/i/74OoyBzxpuRXe,,,,
670,D68,D68,6912802142144,,499.9600,249.9800,249.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Игровая комната (30 шт/кор)",https://yadi.sk/i/F9bS9gxmq4whp,,,,
671,D71,D71,6912802100298,,534.6000,267.3000,267.3000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Пчелка-работник (30 шт/кор)",https://yadi.sk/i/oxjbXDkCpuRZD,,,,
672,D82,D82,6912802100403,,499.9600,249.9800,249.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Домашние животные (30 шт/кор)",https://yadi.sk/i/LP71691spuRaj,,,,
673,D85,D85,6912802100434,,499.9600,249.9800,249.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Детеныши (30 шт/кор)",https://yadi.sk/i/mOg-ovRlpuRkM,,,,
674,D88,D88,6912802100465,,499.9600,249.9800,249.9800,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Воздушные шары (30 шт/кор)",https://yadi.sk/i/nGb_peWNpuRrV,,,,
675,D90,D90,6912802100472,,465.3000,232.6500,232.6500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Транспорт (30 шт/кор)",https://yadi.sk/i/lsIu9or5puRth,,,,
676,D92,D92,6912802100496,,767.2600,383.6300,383.6300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Два ботинка (30 шт/кор)",https://yadi.sk/i/kdfhbr3fpuRue,,,,
677,D93,D93,6912802100502,,881.1000,440.5500,440.5500,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Четыре  ботинка (30 шт/кор)",https://yadi.sk/i/OuKCrJo0q4wiD,,,,
678,D94,D94,6912802100519,,806.8600,403.4300,403.4300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Часы-радуга (30 шт/кор)",https://yadi.sk/i/Xgg5aqsyq4wiX,,,,
679,DE01,DE01,,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Стегозавр (60 шт/кор)",https://yadi.sk/i/KvtxLZO4q4wmL,,,,
680,DE03,DE03,6912802150033,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Лошадки (60 шт/кор)",https://yadi.sk/i/MA2G9BQXpuS33,,,,
681,DE04,DE04,6912802150040,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Зебры (60 шт/кор)",https://yadi.sk/i/SFvC1MbjpuS3y,,,,
682,DE05,DE05,6912802150057,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Коала (60 шт/кор)",https://yadi.sk/i/d_SKTfStpuRyr,,,,
683,DE06,DE06,6912802150064,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Жирафы (60 шт/кор)",https://yadi.sk/i/KW7igKFupuS4x,,,,
684,DE07,DE07,6912802150071,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Дятел (60 шт/кор)",https://yadi.sk/i/OEYg34KPpuS5h,,,,
685,DE08,DE08,6912802150088,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Утка (60 шт/кор)",https://yadi.sk/i/DxHgiImdpuS6W,,,,
686,DE09,DE09,6912802150095,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Лебеди (60 шт/кор)",https://yadi.sk/i/rMM9GbHwpuS7K,,,,
687,DE10,DE10,6912802150101,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Рыбка (60 шт/кор)",https://yadi.sk/i/pNxOEMObpuS8G,,,,
688,DE11,DE11,6912802150118,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Кит (60 шт/кор)",https://yadi.sk/i/GB1Ayxs-puS93,,,,
689,DE12,DE12,6912802150125,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Кораблик (60 шт/кор)",https://yadi.sk/i/OyeUIG-ypuS9s,,,,
690,DE13,DE13,6912802150132,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Паровоз (60 шт/кор)",https://yadi.sk/i/dYYOL6lJpuSB7,,,,
691,DE14,DE14,6912802150149,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Машина (60 шт/кор)",https://yadi.sk/i/z3bkzVsApuSCK,,,,
692,DE15,DE15,6912802150156,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Вертолет (60 шт/кор)",https://yadi.sk/i/0xC4R4SipuSDW,,,,
693,DE16,DE16,6912802150163,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Самолет (60 шт/кор)",https://yadi.sk/i/xnr7jjsOpuSEP,,,,
694,DE17,DE17,6912802143295,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Рыбка (60 шт/кор)",https://yadi.sk/i/6fV52K37puRzd,,,,
695,DE19,DE19,6912802141413,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Теленок и Цыпленок (60 шт/кор)",https://yadi.sk/i/ZFDh2aEBq4wnP,,,,
696,DE21,DE21,6912802141437,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Улитка (60 шт/кор)",https://yadi.sk/i/GqD7xlAJpuSGf,,,,
697,DE27,DE27,6912802142045,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Кот и мышонок (60 шт/кор)",https://yadi.sk/i/Lqx9vjB9q4wnw,,,,
698,DE28,DE28,6912802142052,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Обезъянка и зебра (60 шт/кор)",https://yadi.sk/i/iujQOPebq4woJ,,,,
699,DE29,DE29,6912802143431,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Поросенок и овечка (60 шт/кор)",https://yadi.sk/i/4R1qqjqHq4woY,,,,
700,DE30,DE30,6912802142717,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Бабочка (60 шт/кор)",https://yadi.sk/i/oDzosXeupuSJb,,,,
701,DE31,DE31,6912802142205,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Белка (60 шт/кор)",https://yadi.sk/i/l2Y5eiS4puSKe,,,,
702,DE42,DE42,6937890509600,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Сойка (60шт/кор)",https://yadi.sk/i/j2eiLz7Mq4wox,,,,
703,DE43,DE43,6937890509617,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Галка (60шт/кор)",https://yadi.sk/i/bxTByE1gq4wp9,,,,
704,DE44,DE44,6937890509624,,490.0600,245.0300,245.0300,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Попугай (60шт/кор)",https://yadi.sk/i/vKYdU4RYq4wpP,,,,
705,DH017,DH017,,,8.0000,4.0000,4.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Усадьба ""Бейджин"" (композиция)",https://yadi.sk/i/gDnYL5qqq4wq3,,,,
706,E005А,E005А,,,198.0000,99.0000,99.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Скат (2/60)",https://yadi.sk/i/Rz7cOoHFpuSvV,,,,
707,E031,E031,"             ",,396.0000,198.0000,198.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Москит (4/30)",https://yadi.sk/i/pFiUfHBmpuTTq,,,,
708,EC001A,EC001A,,,257.4000,128.7000,128.7000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * (2/60)",https://yadi.sk/i/E7g35hvfpuaNe,,,,
709,EC007,EC007,6912802142748,,514.8000,257.4000,257.4000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Жук-холостяк (4/30)",https://yadi.sk/i/7LETX-HJq4wqH,,,,
710,EC015,EC015,6912802142496,,257.4000,128.7000,128.7000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Сверчок (2/60)",https://yadi.sk/i/phB6W5Yrq4wqf,,,,
711,EC016,EC016,6912802142502,,257.4000,128.7000,128.7000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Цикада (2/60)",https://yadi.sk/i/XREP-2qvq4wr6,,,,
712,EC039,EC039,6912802142755,,514.8000,257.4000,257.4000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Попугай (4/30)",https://yadi.sk/i/rQWjbOdfpuamp,,,,
713,F004,F004,6937890511429,,1881.0000,940.5000,940.5000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Классические часы (4/20)",https://yadi.sk/i/DYuWHA_YpuarQ,,,,
714,G-DHC001,G-DHC001,6937890512020,,2.0000,1.0000,1.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Готический дом (10/6)",https://yadi.sk/i/iMmDz1Ctq4wtn,,,,
715,G-DHC004,G-DHC004,6937890512037,,2.0000,1.0000,1.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Вилла Королевская фантазия (10/6)",https://yadi.sk/i/uzQ4w6_dq4wtx,,,,
716,G-P108,G-P108,6912802141161,,594.0000,297.0000,297.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Баркас (6/20)",https://yadi.sk/i/qcxZyV3Lq4wuf,,,,
717,G-P110,G-P110,,,396.0000,198.0000,198.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported *  Космич. грузовик (4/30)",https://yadi.sk/i/GmBpmchdq4wuo,,,,
718,G-PD031,G-PD031,6937890511924,,198.0000,99.0000,99.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Снежинка 1 (елочная игрушка) (2/100)",https://yadi.sk/i/Sbr1_YR9q4x25,,,,
719,G-PD032,G-PD032,6937890511931,,198.0000,99.0000,99.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Снежинка 2 (елочная игрушка) (2/100)",https://yadi.sk/i/NN7j-1T2q4x2T,,,,
720,G-PD033,G-PD033,6937890511948,,198.0000,99.0000,99.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Снежинка 3 (елочная игрушка) (2/100)",https://yadi.sk/i/5l89fpLfq4x2f,,,,
721,G-PD034,G-PD034,6937890511955,,198.0000,99.0000,99.0000,0.00000000,0.00000000,0.00000000,0.00000000,"* imported * Снежинка 4 (елочная игрушка) (2/100)",https://yadi.sk/i/wQ1bXtraq4x36,,,,
